"csv_file_name","question_name","ï..id","questionusageid","slot","behaviour","questionid","variant","maxmark","minfraction","maxfraction","flagged","questionsummary","rightanswer","responsesummary","timemodified","questionattemptid","sequencenumber","state","fraction","timecreated","userid","firstname","lastname","username","attempt_number","group"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1162470,28864,15,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [1,-0.06666734483506964,-1.0888892279730902,-2.1111111111111107,-2.866667005750868,-3.9777764214409723,-4.91111077202691,-6.155554877387154] [score]; prt1: prt1-1-T",1573853725,492687,1,"gradedright",1,1573848876,222,"anonfirstname100","anonlastname100","anon100",1,"LGE Group GCG"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1160053,28824,15,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","prt1: #",1574204425,491491,1,"gaveup",NA,1574204425,227,"anonfirstname105","anonlastname105","anon105",1,"LGE Group GGC"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1246239,31251,9,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","prt1: #",1575564386,530711,1,"gaveup",NA,1575564386,227,"anonfirstname105","anonlastname105","anon105",2,"LGE Group GGC"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1160119,28825,15,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [1,0.02222188313802076,-1.0888892279730902,-1.9777781168619795,-2.955554538302952,-4.15555657280816,-5.08888922797309,-5.888888888888889] [score]; prt1: prt1-1-T",1573848942,491521,1,"gradedright",1,1573847977,228,"anonfirstname106","anonlastname106","anon106",1,"LGE Group GGC"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1246270,31252,9,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [1,-0.06666734483506964,-0.866668701171875,-2.0222235785590277,-3,-4.06666734483507,-4.955556233723958,-6.155554877387154] [score]; prt1: prt1-1-T",1574947531,530725,1,"gradedright",1,1574947157,228,"anonfirstname106","anonlastname106","anon106",2,"LGE Group GGC"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1162569,28865,15,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [1,-0.02777777777777768,-0.8888888888888888,-1.9722222222222223,-2.8888888888888893,-4,-4.916666666666667,-6] [score]; prt1: prt1-1-T",1573646936,492734,1,"gradedright",1,1573645910,231,"anonfirstname109","anonlastname109","anon109",1,"LGE Group GCG"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1246309,31253,9,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [-0.9594446818033853,-1.928888108995226,-2.939444647894965,-3.969999525282118,-4.8988901774088545,-6.111110263400608,-6.980000813802082,-8.009999593098959] [score]; prt1: prt1-1-T",1574857507,530743,1,"gradedright",1,1574857342,234,"anonfirstname112","anonlastname112","anon112",1,"LGE Group CCG"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1160191,28826,15,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [-1.1111111111111112,-2,-2.916666666666666,-4,-5.083333333333333,-6.055555555555555,-7.055555555555555,-8.027777777777779] [score]; prt1: prt1-1-T",1573938882,491554,1,"gradedright",1,1573938266,236,"anonfirstname114","anonlastname114","anon114",1,"LGE Group GGC"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1246338,31254,9,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","",1575037459,530758,0,"todo",NA,1575036856,237,"anonfirstname115","anonlastname115","anon115",1,"LGE Group CGC"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1246395,31256,9,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [1,-0.11111111111111116,-1,-1.9444444444444446,-3.0555555555555554,-3.9444444444444446,-4.833333333333333,-5.833333333333333] [score]; prt1: prt1-1-T",1574948227,530787,1,"gradedright",1,1574947732,239,"anonfirstname117","anonlastname117","anon117",1,"LGE Group CGC"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1161729,28853,15,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [8.055555555555555,6.222222222222222,4.944444444444445,3.611111111111111,1.9444444444444444,0.5,-1.166666666666667,-4.055555555555555] [score]; prt1: prt1-1-T",1573735350,492343,1,"gradedright",1,1573734844,134,"anonfirstname12","anonlastname12","anon12",1,"LGE Group GCG"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1245494,31223,9,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","db_ans1: [1,0.5,-1.1111111111111112,-2.0555555555555554,-3.166666666666666,-3.8888888888888893,-5.055555555555555,-6.666666666666668] [score]; prt1: prt1-1-T",1574937977,530298,1,"gradedright",1,1574937728,134,"anonfirstname12","anonlastname12","anon12",2,"LGE Group GCG"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1160234,28827,15,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","",1574263388,491579,0,"todo",NA,1574101584,242,"anonfirstname120","anonlastname120","anon120",1,"LGE Group GGC"
"../data-raw/study1/attempts-Gd2.csv","Gd2",1162631,28866,15,"interactivecountback",3720,1,1,0,1,0,"Drag the points \(u_1,\ldots, u_8\) so that they show the first 8 terms of a decreasing sequence.

[[input:db_ans1]] [[validation:db_ans1]]
","db_ans1: [5,4,3,2,1,0,-1,-2] [score]; prt1: prt1-1-T","",1574226482,492770,0,"todo",NA,1574226481,246,"anonfirstname124","anonlastname124","anon124",1,"LGE Group GCG"
