"csv_file_name","question_name","id","questionusageid","slot","behaviour","questionid","variant","maxmark","minfraction","maxfraction","flagged","questionsummary","rightanswer","responsesummary","timemodified","questionattemptid","sequencenumber","state","fraction","timecreated","userid","username","firstname","lastname","attempt_number","group"
"../data-raw/study1/attempts-MidC2.csv",NA,1519258,70545,23,"interactivecountback",23505,9,1,0,1,0,"\(\dfrac{{3}}{x+{4}}=\sum_{k=0}^\infty {\frac{3}{4}}\left({-\frac{x}{4}}\right)^k\)","ans1: 3/4 [score]; ans2: -x/4 [score]; ans3: 3*4^((-k)-1)*(-x)^k [score]; ans4: -4 [score]; ans5: 4 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","ans1: 3/4 [score]; ans2: -1/4*x [score]; ans3: 3/4*(-1/4*x)^(n-1) [score]; ans4: -4 [score]; ans5: 4 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-F | prtB-2-F; prtC: prtC-1-T | prtC-2-T",1574208152,562764,1,"gradedpartial",0.6666667,1574208121,1494,"anon100","anonfirstname100","anonlastname100",1,"LGE Group GGC"
"../data-raw/study1/attempts-MidC2.csv",NA,1519341,70546,33,"interactivecountback",23505,9,0,0,1,0,"\(\dfrac{{3}}{x+{4}}=\sum_{k=0}^\infty {\frac{3}{4}}\left({-\frac{x}{4}}\right)^k\)","ans1: 3/4 [score]; ans2: -x/4 [score]; ans3: 3*4^((-k)-1)*(-x)^k [score]; ans4: -4 [score]; ans5: 4 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","ans1: 3 [score]; ans2: x+5 [score]; ans3: 3*(x+5)^k [score]; ans4: -4 [score]; ans5: 4 [score]; prtA: prtA-1-F | prtA-2-F; prtB: prtB-1-F | prtB-2-F; prtC: prtC-1-T | prtC-2-T",1573930027,562802,1,"gradedpartial",0.3333333,1573929866,1495,"anon101","anonfirstname101","anonlastname101",1,"LGE Group GGC"
"../data-raw/study1/attempts-MidC2.csv",NA,1519321,70546,23,"interactivecountback",23505,12,1,0,1,0,"\(\dfrac{{3}}{x+{5}}=\sum_{k=0}^\infty {\frac{3}{5}}\left({-\frac{x}{5}}\right)^k\)","ans1: 3/5 [score]; ans2: -x/5 [score]; ans3: 3*5^((-k)-1)*(-x)^k [score]; ans4: -5 [score]; ans5: 5 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","ans1: 3/5 [score]; ans2: -x/5 [score]; ans3: 3/5*(-x/5)^k [score]; ans4: -5 [score]; ans5: 5 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T",1573930027,562792,1,"gradedright",1,1573930017,1495,"anon101","anonfirstname101","anonlastname101",2,"LGE Group GGC"
"../data-raw/study1/attempts-MidC2.csv",NA,1519411,70547,32,"interactivecountback",23505,15,0,0,1,0,"\(\dfrac{{5}}{x+{3}}=\sum_{k=0}^\infty {\frac{5}{3}}\left({-\frac{x}{3}}\right)^k\)","ans1: 5/3 [score]; ans2: -x/3 [score]; ans3: 5*3^((-k)-1)*(-x)^k [score]; ans4: -3 [score]; ans5: 3 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","ans1: 1/5 [score]; ans2: x/5 [score]; ans3: (1/5)*(x/5)^k [score]; ans4: -5 [score]; ans5: 5 [score]; prtA: prtA-1-F | prtA-2-F; prtB: prtB-1-F | prtB-2-F; prtC: prtC-1-F | prtC-2-F",1573755515,562834,1,"gradedwrong",0,1573755439,1498,"anon104","anonfirstname104","anonlastname104",1,"LGE Group GCG"
"../data-raw/study1/attempts-MidC2.csv",NA,1519393,70547,23,"interactivecountback",23505,7,1,0,1,0,"\(\dfrac{{2}}{x+{4}}=\sum_{k=0}^\infty {\frac{1}{2}}\left({-\frac{x}{4}}\right)^k\)","ans1: 1/2 [score]; ans2: -x/4 [score]; ans3: (-x)^k/(2*4^k) [score]; ans4: -4 [score]; ans5: 4 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","ans1: 1/2 [score]; ans2: -(x/4) [score]; ans3: (1/2)*(-(x/4))^k [score]; ans4: -4 [score]; ans5: 4 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T",1573755515,562825,1,"gradedright",1,1573755499,1498,"anon104","anonfirstname104","anonlastname104",2,"LGE Group GCG"
"../data-raw/study1/attempts-MidC2.csv",NA,1519463,70548,23,"interactivecountback",23505,3,1,0,1,0,"\(\dfrac{{7}}{x+{3}}=\sum_{k=0}^\infty {\frac{7}{3}}\left({-\frac{x}{3}}\right)^k\)","ans1: 7/3 [score]; ans2: -x/3 [score]; ans3: 7*3^((-k)-1)*(-x)^k [score]; ans4: -3 [score]; ans5: 3 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","ans1: 7/3 [score]; ans2: -x/3 [score]; ans3: 7/3*(-x/3)^k [score]; ans4: -3 [score]; ans5: 3 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T",1574179937,562857,1,"gradedright",1,1574179929,1499,"anon105","anonfirstname105","anonlastname105",1,"LGE Group CCG"
"../data-raw/study1/attempts-MidC2.csv",NA,1519509,70549,23,"interactivecountback",23505,3,1,0,1,0,"\(\dfrac{{7}}{x+{3}}=\sum_{k=0}^\infty {\frac{7}{3}}\left({-\frac{x}{3}}\right)^k\)","ans1: 7/3 [score]; ans2: -x/3 [score]; ans3: 7*3^((-k)-1)*(-x)^k [score]; ans4: -3 [score]; ans5: 3 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","",1574196335,562887,0,"complete",NA,1574193552,1499,"anon105","anonfirstname105","anonlastname105",2,"LGE Group CCG"
"../data-raw/study1/attempts-MidC2.csv",NA,1519568,70550,23,"interactivecountback",23505,3,1,0,1,0,"\(\dfrac{{7}}{x+{3}}=\sum_{k=0}^\infty {\frac{7}{3}}\left({-\frac{x}{3}}\right)^k\)","ans1: 7/3 [score]; ans2: -x/3 [score]; ans3: 7*3^((-k)-1)*(-x)^k [score]; ans4: -3 [score]; ans5: 3 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","prtA: #; prtB: #; prtC: #",1574117998,562917,1,"gaveup",NA,1574117998,1501,"anon107","anonfirstname107","anonlastname107",1,"LGE Group CCG"
"../data-raw/study1/attempts-MidC2.csv",NA,1519600,70551,23,"interactivecountback",23505,3,1,0,1,0,"\(\dfrac{{7}}{x+{3}}=\sum_{k=0}^\infty {\frac{7}{3}}\left({-\frac{x}{3}}\right)^k\)","ans1: 7/3 [score]; ans2: -x/3 [score]; ans3: 7*3^((-k)-1)*(-x)^k [score]; ans4: -3 [score]; ans5: 3 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","",1574176937,562943,0,"todo",NA,1574176937,1501,"anon107","anonfirstname107","anonlastname107",2,"LGE Group CCG"
"../data-raw/study1/attempts-MidC2.csv",NA,1519655,70552,23,"interactivecountback",23505,3,1,0,1,0,"\(\dfrac{{7}}{x+{3}}=\sum_{k=0}^\infty {\frac{7}{3}}\left({-\frac{x}{3}}\right)^k\)","ans1: 7/3 [score]; ans2: -x/3 [score]; ans3: 7*3^((-k)-1)*(-x)^k [score]; ans4: -3 [score]; ans5: 3 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T","ans1: 7/3 [score]; ans2: -x/3 [score]; ans3: 7/3*(-x/3)^k [score]; ans4: -3 [score]; ans5: 3 [score]; prtA: prtA-1-T | prtA-2-T; prtB: prtB-1-T; prtC: prtC-1-T | prtC-2-T",1574105276,562969,1,"gradedright",1,1574105263,1502,"anon108","anonfirstname108","anonlastname108",1,"LGE Group CGC"
